X,Y,Z,R,G,B
0.06603145797217977,0.059312281493825676,0.3744830071204738,234,58,0
0.06145687967380334,0.058166975790916474,0.36725183150396484,233,56,0
0.06010380540592729,0.06010380540592737,0.37948049241940734,235,58,0
0.056351997953138604,0.05972044065551098,0.37706002264579286,234,58,0
0.05635845614851793,0.06351394278780426,0.4010112524794825,237,61,0
0.04950497210804146,0.05955692025826488,0.37602759549000003,234,58,0
0.04634203787954091,0.05977834411000388,0.3774256106693023,234,58,0
0.04886074903377324,0.06792242131242514,0.42884529044172,240,65,0
0.03530860819498764,0.05320750523007453,0.3359389667384628,230,51,0
0.022318022610440722,0.04491424218006012,0.28357736459483585,223,43,0
0.02597441623588504,0.058832131251752205,0.3714514578023108,233,56,0
0.022551052085143367,0.05839736352770722,0.36870644242608996,233,56,0
0.020676645510021137,0.06248803081708266,0.39453389922041576,236,60,0
0.015768143878820157,0.0572005201178741,0.36114987053442726,232,55,0
0.013581111438365316,0.06159763273999348,0.38891214701253024,235,59,0
0.009643790655245872,0.05833006035332521,0.36828150690689315,233,56,0
0.006067613500408252,0.05505654503835134,0.34761334462866494,231,53,0
0.0036114017961585265,0.0655435450594655,0.4138256568963715,238,63,0
2.3707559551353926e-17,0.0613223102957706,0.387173829513294,235,59,0
-0.003344209777826942,0.06069426129611602,0.38320848419043474,235,58,0
-0.005826287963460157,0.05286679608796238,0.33378781387638856,229,50,0
-0.009514517322065671,0.05754815605904472,0.36334475748454875,232,55,0
-0.011857620139080339,0.05378067427045117,0.3395578136353056,230,51,0
-0.09701103486109712,0.061625803305548066,0.38909000896346974,237,61,0
-0.0825973351813935,0.050584853839638795,0.3193801975496346,229,50,0
-0.09432841212036722,0.05575740917460316,0.3520384266305063,233,55,0
-0.09079819050495305,0.05185628496879324,0.32740769776713846,230,51,0
-0.09392411188765853,0.0518791884128828,0.32755230442195016,230,52,0
-0.10379189847024413,0.055497207348825135,0.3503955769588791,233,55,0
-0.10135901547997461,0.05250925704299168,0.3315304011896494,231,53,0
-0.12206848458120072,0.06131881660693083,0.3871517712300901,237,62,0
-0.10194096911822285,0.04969185779478584,0.31374204241884546,229,50,0
-0.14165594551563074,0.06705442766660463,0.4233649942456924,242,68,0
-0.09228768275497987,0.04245065576457089,0.26802289213250785,223,43,0
0.051660649043488244,0.03794862850783693,0.25392020237580315,220,39,0
0.06642701940144284,0.0510729950488445,0.3417373894306303,231,53,0
0.06470394338315855,0.05217502406696066,0.3491112377700051,231,54,0
0.06886806174494958,0.05837110547349236,0.3905701865264422,236,60,0
0.05582626753889148,0.049857544537340495,0.3336046201582142,230,51,0
0.05863742748300163,0.05533007052911785,0.37022214658744945,234,57,0
0.054673508783151824,0.05467350878315172,0.3658289893650876,233,56,0
0.049414341252396,0.052547167496312185,0.3516013075988594,231,54,0
0.04789330810993722,0.0543681508981694,0.3637857920480687,233,55,0
0.04423477199586542,0.05384171202485481,0.36026330729679706,232,55,0
0.04467194990580399,0.058596849090101794,0.39208067233497873,236,60,0
0.03442564267873604,0.0489508986713929,0.32753811101633423,228,50,0
0.03602132847777757,0.05590899185009615,0.37409579959580835,234,57,0
0.038082623026031284,0.08139204386780155,0.544606882075445,253,83,0
0.020588889145952263,0.05030899742290365,0.3366253619497565,229,51,0
0.018892798196197574,0.05387649786607932,0.36049606479531154,232,55,0
0.016565862164907144,0.05670479205968603,0.37942062313266,234,58,0
0.013530333097951227,0.05790599289497058,0.3874580455951463,235,59,0
0.00986386792686963,0.05629608776423078,0.37668591883649744,234,57,0
0.006213854455312721,0.053203283654531225,0.35599148332398756,232,54,0
0.003150198944630176,0.053948380795054034,0.3609770447039492,232,55,0
2.3254946138344848e-17,0.056758813873770436,0.3797820915309761,234,58,0
-0.0032623978111512054,0.055869829974055964,0.37383376136463786,234,57,0
-0.0061102902143907985,0.05231656226028903,0.3500582919352544,231,53,0
-0.009786199675476994,0.05585281148262266,0.37371988797951716,234,57,0
-0.0115283960579482,0.04933826945642902,0.33013006946117057,229,50,0
-0.01721296615572378,0.058919822999517514,0.39424174122377953,236,60,0
-0.0787462750893514,0.04550622377023759,0.30448925306249347,227,48,0
-0.09189543474342096,0.05125548100074239,0.3429584314460772,231,54,0
-0.07981950395862307,0.04301496225026852,0.2878198330018723,225,45,0
-0.09759427884285596,0.05086590202807751,0.34035169767281326,231,54,0
-0.09410005325237814,0.04747706443075616,0.3176764558428519,229,50,0
-0.09629036457166135,0.04706983066550094,0.31495159109401094,228,50,0
-0.10855202415884878,0.051453444419164454,0.3442830356082106,232,55,0
-0.1033004758060122,0.047514385025103134,0.3179261737705344,229,50,0
-0.11642697465890146,0.05200350074447031,0.34796354842070687,233,55,0
-0.1023934780576219,0.044442580951118915,0.29737225277800605,227,48,0
0.040867533772552984,0.028230486088837516,0.20087034596470374,214,31,0
0.07293549336511944,0.05273381425534291,0.37522058529830093,234,58,0
0.06225939755039886,0.04721070890935778,0.3359216487459399,230,52,0
0.06500021681363778,0.05180820706009221,0.36863454788639316,234,57,0
0.05818512911056202,0.048866135512959034,0.3477006210788336,231,53,0
0.05452904356416359,0.04838579649823961,0.34428283139701915,231,53,0
0.05532821535823411,0.05202958493984853,0.37020973334921686,234,57,0
0.05057945479241937,0.05057945479241919,0.35989152120468154,232,55,0
0.04627361946379901,0.04939771917221675,0.35148303535283015,231,54,0
0.044894194791734135,0.051386489986403425,0.36563387498885547,233,56,0
0.04663423559528624,0.05752384609136124,0.40930343279356235,238,62,0
0.04140447977943334,0.055364278460433555,0.39393731065901844,236,60,0
0.04014819402775546,0.058599194883292356,0.4169549370286715,239,63,0
0.033401021482528236,0.053655036548547336,0.3817754225109531,235,58,0
0.012755882481726667,0.029310751680301846,0.2085568350463425,215,31,0
0.01845027896794179,0.04947772338610796,0.35205229491401485,231,53,0
0.01611169265926373,0.05186215834930711,0.3690184312561564,233,56,0
0.0128217070210659,0.05160176689336513,0.36716564977457933,233,55,0
0.009694901321348159,0.052032903270545106,0.37023334449898415,233,56,0
0.006152591651044874,0.04953807790327719,0.3524817396180899,231,53,0
0.0029208639957154633,0.04703871696609276,0.33469786248033795,229,50,0
2.1586569448143073e-17,0.049545623941783135,0.35253543247199903,231,53,0
-0.0033183780306352724,0.053440435843134966,0.38024845914925964,234,58,0
-0.005876070677964164,0.04731164743571417,0.3366398636801982,229,51,0
-0.010472567202739765,0.05620666556497386,0.3999312063571915,236,60,0
-0.012787147163866218,0.05146267857289784,0.36617598495038906,233,55,0
-0.01952408869165466,0.06284636883079575,0.4471751499404362,242,68,0
-0.018761238725828484,0.05031161760048057,0.35798576055863307,232,54,0
-0.069176187135553,0.037592490494306914,0.2674844686522085,222,42,0
-0.09354958612073191,0.04906727577785289,0.34913180842961167,232,55,0
-0.09182925780870917,0.046536669108351116,0.33112560635417515,230,52,0
-0.09280465648609712,0.045485802159674765,0.32364829948530915,229,51,0
-0.0984379644125237,0.046704670517159826,0.3323209984917305,230,52,0
-0.09380654173851073,0.04312177506547576,0.3068273726763496,227,48,0
-0.10898724258842205,0.04857981884341385,0.3456633721173379,232,55,0
-0.1022072271841533,0.044208735843398426,0.3145615004849997,229,50,0
-0.11845968432646871,0.049756891215929,0.3540386772377872,233,56,0
-0.11026071366485174,0.04500403724607319,0.3202203640057615,230,51,0
0.08437276269460868,0.057145114062062505,0.4340602351590588,241,67,0
0.06432082520998464,0.045689224787496666,0.34704411708685146,231,53,0
0.06645476106583459,0.049617677542814896,0.3768836782597063,234,58,0
0.055963375443715636,0.04402774757146035,0.33442394468994446,230,51,0
0.05583461274212325,0.046410911351288935,0.352525870771875,232,54,0
0.05422160601704235,0.04776421563524743,0.36280523735252135,233,55,0
0.048431841981698726,0.04536882802176949,0.3446104620358754,231,53,0
0.04839916143417134,0.04839916143417141,0.3676281295160557,233,56,0
0.04156439659164361,0.04456632480308427,0.338514844912072,230,51,0
0.04119015126129754,0.047595184423780586,0.36152131783284314,232,55,0
0.03627197272090564,0.04543390462866129,0.34510476794031597,230,52,0
0.03734513107652806,0.05106063328061094,0.387844015239551,235,59,0
0.026182264325774172,0.03939893869747102,0.29926465064832136,225,45,0
0.037104812696093524,0.062069063823977755,0.47146134681397855,245,72,0
0.026449975976683675,0.056933555002866454,0.43245328456508614,240,65,0
0.023712914201143083,0.059568720948768306,0.45246935713638337,243,69,0
0.01409826689184137,0.04251103902757796,0.32290339952994446,228,49,0
0.012975347501335102,0.04891750469641909,0.37156533748207693,233,56,0
0.009706422331471967,0.04880006759357441,0.37067331412515786,233,56,0
0.0064540558079578085,0.048678854543387017,0.36975260960068107,233,56,0
0.003157935753772514,0.047640246096651385,0.3618635952198778,232,55,0
2.3190642721839287e-17,0.04986100542805974,0.3787319370447956,234,57,0
-0.003227150783992141,0.04868441587411225,0.36979485210140944,233,56,0
-0.0060041752422556145,0.0452856904197193,0.34397896925318056,230,52,0
-0.009758328333244583,0.049061030521882286,0.37265552436112126,233,56,0
-0.01197192062789848,0.04513455099989602,0.34283095138346303,230,52,0
-0.016174085329903855,0.048770333117528084,0.3704474583564393,233,56,0
-0.015566464464645378,0.03910419318299888,0.29702583619456235,225,45,0
-0.021910506415467903,0.04716234991084132,0.35823361330105535,232,54,0
-0.08415267129116956,0.04283896387682462,0.3253942360522745,229,51,0
-0.09545699017283632,0.046901246666977134,0.35625033726262806,233,56,0
-0.09193838380946034,0.04364531777631767,0.33151910200066087,230,52,0
-0.1024797150102856,0.047051185836681705,0.3573892383275702,233,56,0
-0.09602067393378332,0.042676521355064605,0.32416036259953446,229,51,0
-0.10319387103601119,0.04443692334960995,0.3375319432896518,231,53,0
-0.10285596079781616,0.042947339502725196,0.326217430658428,230,52,0
-0.10110319267957302,0.0409654692671644,0.31116363166577954,228,49,0
-0.1176566865849713,0.046294122314143635,0.3516387699626574,233,56,0
-0.10135382236173997,0.038752290954740046,0.2943528733969881,226,47,0
-0.12774712277756012,0.04749321012190501,0.3607467461099795,234,58,0
0.07480775995351692,0.04725395282458728,0.3848525618946082,235,59,0
0.055529291042506465,0.03678738940530533,0.2996092434976095,226,46,0
0.06480504026154799,0.04512672071420098,0.3675276466549106,233,56,0
0.05455118288953155,0.04002592689687459,0.3259850147489335,228,50,0
0.057759854568627055,0.04477724179529658,0.36468136927007916,233,56,0
0.05560220397117171,0.04568114056248763,0.3720430339659022,234,57,0
0.04682801103599684,0.040911645253757636,0.33319861188500544,229,51,0
0.05220996771989226,0.0486931739140475,0.39657407703361924,236,60,0
0.0453603554249377,0.045360355424937604,0.36943044867674935,233,56,0
0.042921296216288554,0.04625483277666726,0.37671538210121297,234,57,0
0.03807600189085769,0.04448103505334066,0.36226895894928846,232,55,0
0.039764897116718045,0.050706861509408875,0.4129742464079575,238,63,0
0.030277133970170202,0.04249195781604547,0.3460692248567578,230,52,0
0.03792477120712822,0.059167412854046704,0.48187990753035437,246,73,0
0.03240269115726271,0.05689591867896023,0.4633800720593237,244,70,0
0.0255054133130486,0.05975584192141404,0.486672277703284,246,74,0
0.012338862693928667,0.034699704976364404,0.2826064182760263,223,43,0
0.013197596596735141,0.04640393458359277,0.3779297188698513,234,57,0
0.009145603915252041,0.042883308802370804,0.34925652286432085,231,53,0
0.006270679422326598,0.04410998312521703,0.3592469835038817,232,54,0
0.00321341250287286,0.04521180481076618,0.36822060101284887,233,55,0
2.1150021336476096e-17,0.042410531504991245,0.34540606077118013,230,52,0
-0.0030401827183513695,0.042774510750886605,0.3483704338423449,231,53,0
-0.006080133915018289,0.04276962452196459,0.3483306387012776,231,53,0
-0.009483367696213092,0.04446706736609472,0.36215520126555995,232,55,0
-0.011950579595468788,0.04201931084341078,0.34221982417348745,230,52,0
-0.01792382159749633,0.05040588722882408,0.4105230076009645,238,62,0
-0.018492723298259302,0.043326027951167814,0.3528621809824217,231,53,0
-0.02460095814932996,0.04938666520048178,0.40222211031512184,237,61,0
-0.02554827572014939,0.04486024357379556,0.36535736450831285,233,55,0
-0.05889774914490534,0.027963041588753058,0.22774069787866646,218,35,0
-0.09222345514048798,0.042260311895824375,0.3441826202338502,231,54,0
-0.08779656559837291,0.03887165051447172,0.3165841880170152,228,49,0
-0.09684831005472229,0.04147050943048051,0.33775019534642137,231,53,0
-0.09810062141275076,0.04066405457323485,0.33118214761048986,230,52,0
-0.10069676639886381,0.04044084874843884,0.3293642820486094,230,52,0
-0.1068502494985612,0.04160993137237231,0.3388856959408491,231,54,0
-0.1067363427384005,0.04033481234736283,0.3285006848642707,230,52,0
-0.12345629012019646,0.04530405982865512,0.36897195783825537,235,59,0
-0.12117803205128197,0.04321114799462206,0.3519265588186824,233,56,0
-0.13584067254482193,0.047100430830199616,0.3836022255880015,237,61,0
0.05268964996692842,0.032390516107388044,0.2842879113054261,224,43,0
0.06694239354232326,0.043255560202798866,0.37964917945827165,235,58,0
0.0523117432735609,0.035616573232061924,0.3126026512955164,227,48,0
0.05688697071017751,0.040922274934464625,0.35917019748665796,232,55,0
0.05272247825400146,0.04019355893780366,0.35277433926881546,231,54,0
0.053098934853564414,0.04304698670334122,0.3778185533479037,234,58,0
0.04811393302785441,0.041639090239622374,0.3654616046757079,233,55,0
0.04262225428635316,0.03955051379092563,0.34713040444928517,231,53,0
0.04172842058078699,0.04172842058078706,0.3662456470176611,233,55,0
0.032818666393477164,0.03557625161096343,0.31224875296908855,227,47,0
0.03475881939943686,0.04112894774904542,0.3609841414999609,232,55,0
0.029529063131639735,0.03845540250462459,0.337518736046184,229,51,0
0.02611484102790236,0.03780617242324027,0.33182051675318225,229,50,0
0.018505254439929373,0.03015163086647412,0.26463746774096597,221,40,0
0.016858869307092537,0.043994137593557386,0.3861315900212901,235,58,0
0.014598241392071718,0.04762952069349451,0.4180389379885069,238,63,0
0.008530846746834787,0.037117930368066765,0.3257798937606638,228,49,0
0.006589283542967276,0.043010669500652465,0.3774998013507879,234,57,0
0.002930608743236475,0.03826122932770346,0.33581449994462165,229,50,0
2.1841103940351255e-17,0.04063995374267861,0.3566922961878949,231,54,0
-0.0030346540240613964,0.039619616167740276,0.34773690822667924,230,52,0
-0.00645056178416792,0.042105181721691365,0.369552437111824,233,56,0
-0.008920976933427877,0.0388153966958747,0.3406783645119137,230,51,0
-0.012205655510710752,0.03982325720691227,0.34952424268872784,231,53,0
-0.014041834589969066,0.03664293208306579,0.32161088731850385,227,48,0
-0.017731840808552446,0.038549392789938734,0.3383436781930263,229,51,0
-0.020683733752789674,0.03853029483163365,0.33817605756423635,229,51,0
-0.02058449651183151,0.03353945455933638,0.2943720146781531,224,44,0
-0.03157167348149385,0.04570596964600689,0.40115614711951886,237,61,0
-0.12369170840386488,0.05259538165052228,0.4616237402382179,245,72,0
-0.08974593887908815,0.03687108969549021,0.32361340098236535,229,50,0
-0.0983177213615252,0.039065630857542076,0.342874641561709,231,54,0
-0.09001849933191455,0.03462473065616386,0.3038973607311114,227,48,0
-0.10602968848117439,0.039513721676540624,0.34680748420570684,232,55,0
-0.11233858002904087,0.040594397767460114,0.35629245652496977,233,56,0
-0.11759271540956301,0.041234796527776625,0.3619131643077469,234,57,0
-0.11538698131819791,0.039291302478898144,0.3448553359619934,232,55,0
-0.10221821229793093,0.03382329429349046,0.2968632440522274,227,47,0
-0.11044314648863493,0.03553444539212796,0.31188182449555296,228,50,0
-0.07951825170498855,0.02489203656270676,0.2184746009939651,217,35,0
0.04712167725612978,0.02672231236689008,0.2542458189181717,220,39,0
0.061307404747099614,0.03654385656793508,0.3476915699501703,231,53,0
0.05104861537783917,0.03206251958249868,0.30505449662854117,226,46,0
0.05803040775092916,0.03850909607231107,0.36638957483463924,233,56,0
0.051596893194171,0.036286488228937985,0.345242873773974,231,53,0
0.04484506555295135,0.033537628621341,0.319089221633805,227,48,0
0.04491466000433366,0.03585743588980956,0.34116071344956944,230,52,0
0.04302661428865386,0.036831010003418194,0.3504236523896387,231,53,0
0.03726499773173695,0.034376514481775124,0.32707068744546935,228,49,0
0.03285004714920597,0.03285004714920595,0.3125473209159413,227,47,0
0.03183711361944351,0.03475177647590036,0.33064106682339517,229,50,0
0.028430480586038837,0.03415486989746782,0.324961880091065,228,49,0
0.027934485315985115,0.03730583281020366,0.35494128962457255,231,54,0
0.024627890871186265,0.03701721220057403,0.35219524795555635,231,53,0
